Safari; Proprietary; ?; ?; macOS 13 / September  19, 2019; 3 months ago  (2019-09-19)[ 27] iOS 13 / September  19, 2019; 3 months ago  (2019-09-19)[ 28]; macOS; 13 / September  19, 2019; 3 months ago  (2019-09-19)[ 27]; iOS; 13 / September  19, 2019; 3 months ago  (2019-09-19)[ 28]; 
macOS; 13 / September  19, 2019; 3 months ago  (2019-09-19)[ 27]; 
iOS; 13 / September  19, 2019; 3 months ago  (2019-09-19)[ 28]; 
Sage; MPL; ?; ?; 1.5.5 (June 16, 2017); 
Shiira; BSD license; ?; ?; 2.3 (August  11, 2009; 10 years ago  (2009-08-11)) [ ±]; 
Sleipnir; Proprietary; October, 2005; 2.00; Windows (Sleipnir 6) 6.4.3.4000 (November  26, 2019; 24 days ago  (2019-11-26)[ 29] ) Windows (Sleipnir 4) 4.7.2.4000 (November  26, 2019; 24 days ago  (2019-11-26)[ 30] ) macOS 4.7.2 (November  5, 2019; 45 days ago  (2019-11-05)[ 31] ) iOS 4.5.8 (December  12, 2019; 8 days ago  (2019-12-12)[ 32] ) Android 3.5.17 (September  30, 2019; 2 months ago  (2019-09-30)[ 33] ) [ ±]; 
Songbird; GNU GPL; ?; ?; 2.2.0, Build 2453 (February  4, 2013; 6 years ago  (2013-02-04)) [ ±]; 
The Bat!; Shareware; March, 1998; 1.00 Build 1310; 9.0.14 (December  19, 2019; 1 day ago  (2019-12-19)) [ ±]; 
The Old Reader; Proprietary; June 12, 2012[ 34]; Beta; Beta[ 35]; 
Tiny Tiny RSS; GNU GPL; ?; ?; rolling releases, most recent February 2019[ 36]; 
Winamp; Freemium; ?; ?; 5.8.3660 (October  19, 2018; 14 months ago  (2018-10-19)) [ ±]; 
Windows Live Mail; Proprietary; ?; ?; 2012 (v16.4.3528.0331) (November  4, 2014; 5 years ago  (2014-11-04)) [ ±]; 
Zimbra; Zimbra licensing; March, 2006; 3.5; 7.1.3 (November, 2011); 
Zune; Proprietary; ?; ?; 4.08.2345 (August  22, 2011; 8 years ago  (2011-08-22)) [ ±]; 
Client; License; Date; Version; Latest stable release; 
Client; License; Latest stable release; 
